sentence,gold_mwe,pred_mwe
şakır şakır i̇ngilizce konuşuyor .,şakır şakır,şakır_şakır
"şambabası , arada bir ağzımızı tatlandıran nice tatlılardan biridir .",arada bir,arada_bir
koca ayna şangır şungur kırıldı .,şangır şungur,şangır_şungur
"şirket vapurları , bir şarkının nakaratı gibi ikide bir geçerlerdi .",ikide bir,ikide_bir
"hele bak , ne şeker şey !",hele bak,hele_bak
ne var ki bu şenlik gününde yüzüne bakan yok .,ne var ki,ne_var_ki
"zavallı anneciğin çok şen , güler yüzlü , gamsız bir kadındı .",güler yüzlü,güler_yüzlü
"devlet başkanı , konuklarıyla şeref salonunda bir süre görüştü .",devlet başkanı,devlet_başkanı
sol şerit geçişe ayrılmıştır .,sol şerit,sol_şerit
uzun parmakları ile kumral saçının saçak köklerindeki beyazları örterek şezlongu üstünde bir daha doğruldu .,bir daha,bir_daha
ortalık acı acı yanık şif kokuyordu .,acı acı,acı_acı
"yasaktır , şifreli telgraf kabul edilmez !",şifreli telgraf,şifreli_telgraf
"ötede beride fıstıkağacı , bağlarbaşı , servilik , nuhkuyusu gibi saffetli ve şiirli isimler duyulur .",ötede beride,ötede_beride
bir incir çekirdeğini doldurmayan sebeplerle şunun şurasında ne var ki ağzımızın tadını kaçırıyorsunuz ?,ne var ki,ne_var_ki
"hemen , şimdi , şuracıkta , gece yarısı bizi evlendireceksin !",gece yarısı,gece_yarısı
"fesi hele fesi , başlı başına bir âlem ; tablalı değil , dar beyoğlu kalıp .",başlı başına,başlı_başına
"fesi hele fesi , başlı başına bir âlem ; tablalı değil , dar beyoğlu kalıp .",bir âlem,bir_âlem
çarpım tablosu .,çarpım tablosu,çarpım_tablosu
eskiden alman kayzerlerinin taç giyme töreni frankfurt'ta yapılırdı .,taç giyme töreni,taç_giyme_töreni
son günlerde bir de usta sözüne takılır oldum .,bir de,bir_de
"hazım aslan'ı , bir polis hafiyesi gibi günlerce takipten sonra bulmaya muvaffak oldum .",polis hafiyesi,polis_hafiyesi
öğretmenin anlattıklarını takip etmek .,takip etmek,takip_etmek
bu hoyrat düşünceleri bir şimşek süratiyle taban tabana zıt fikirler takip ediyor .,taban tabana zıt,taban_tabana_zıt
"sen nasıl olsa memursun , taksitle her şeyi alabilirsin .",nasıl olsa,nasıl_olsa
"rehberim sille , tokat hatta asker süngüsü , bir hayli darbe yedikten sonra işini tamamladı .",bir hayli,bir_hayli
yaban keteni tam asalaktır .,yaban keteni,yaban_keteni
genellemelere yatkın yapınız ancak bildiğinizi bir daha tanımanıza izin veriyor .,bir daha,bir_daha
"cebinden çıkardığı mendille kanayan burnunu tamponlarken , yavaş yavaş uzaklaşmak istedi .",yavaş yavaş,yavaş_yavaş
fıçılar tangır tungur yuvarlandı .,tangır tungur,tangır_tungur
onu bir de eski polisler tanır .,bir de,bir_de
oğlan süngerlerin çeşidini zehir gibi tanıyordu .,zehir gibi,zehir_gibi
"o kadar ahenkli , taninliydi .",o kadar,o_kadar
tahta perde ile çevrilmiş küçük bir bahçeleri vardı .,tahta perde,tahta_perde
"havyar salatasından içi ançüez dolu zeytine , tarator ve cacığa kadar neler hem de nelerin âlâsı bulunmazdı ?",hem de,hem_de
"zabit , onu bir kere daha omzundan tutup şiddetle tartakladı .",bir kere,bir_kere
betimsel ilk çağ bilimlerinden çok uzaktayız .,ilk çağ,ilk_çağ
"evi gezdim pek beğendim , ne yapıp yapıp oraya taşınmalıyız .",ne yapıp yapıp,ne_yapıp_yapıp
senin oğlan paşa paşa oturuyor .,paşa paşa,paşa_paşa
duvardaki saatleri yaylar işletiyorsa ev hayatındaki eşref saatlerini de tatlı dil işletir .,tatlı dil,tatlı_dil
"tatsız tuzsuz bir boşluk , sessizlik sürüp gider .",tatsız tuzsuz,tatsız_tuzsuz
"piyade subaylarının binekleri , makineli tüfek bölümünün katırları o tavlada dururdu .",makineli tüfek,makineli_tüfek
"bütün galeyanı , bu taş gibi karşısında oturan , her an fırlayacak adam önünde tavsadı .",taş gibi,taş_gibi
benim bir raporum üzerine sonradan adamcağıza bileği için üç beş lira tazminat verdiler .,üç beş,üç_beş
tebeşirli kara tahta karşımdaydı .,kara tahta,kara_tahta
silah zoruyla elde edemediğini bir tefeci taktiğiyle pişmiş armut gibi gövdeye indirmeyi umuyordu .,armut gibi,armut_gibi
"emeklilikten evvel aslan gibi olan bir adam , genç yaşında tekaüt edilirse sönüveriyor .",aslan gibi,aslan_gibi
"çocuğun gelişmesi bir ölçüde olgunlaşma , bir ölçüde öğrenme yoluyla olur .",bir ölçüde,bir_ölçüde
ürperdi bir tekinsiz kedi gibi sokaklar .,kedi gibi,kedi_gibi
bir evlat için aramızda teklif tekellüf mü var ?,teklif tekellüf,teklif_tekellüf
sefere kalkacak bir sürü tekne vardı limanda .,bir sürü,bir_sürü
bu yazılarda türkiye'nin kalkınması için ilim ve tekniğin lüzumuna sık sık işaret edilmiştir .,sık sık,sık_sık
futbol takımını yapan tek seçici gibi herkesi her yerde deniyordu .,tek seçici,tek_seçici
tek tük ışıklar pırıldamaya başlamıştır .,tek tük,tek_tük
tek yanlı düşünme gerçekleri görmeye engeldir .,tek yanlı,tek_yanlı
gelin teli .,gelin teli,gelin_teli
köşeyi döner dönmez sokaklarda görmeye alışık olduğumuz türden bir telefon kulübesi dikiliyor karşıma .,telefon kulübesi,telefon_kulübesi
"dünya futbol turnuvası , bir aydır tüm dünyayı camekânlı kutu önünde topluyor .",camekânlı kutu,camekânlı_kutu
duvarda bir temel çivisi görsem sökünceye kadar sarsıyordum .,temel çivisi,temel_çivisi
hangi şair bu kadar pürüzsüz ve kuvvetli bir dille ölüm temennisinde bulunabildi ?,bu kadar,bu_kadar
"bu iş temizlenmeden yüz yüze nasıl gelebiliriz , diyordu .",yüz yüze,yüz_yüze
önümden temiz pak giyinmiş bir kızla geçti .,temiz pak,temiz_pak
"o tennurelerin elvan elvan renkleri ve bu renklerin göz alıcı , baş döndürücü kasırgası var .",göz alıcı,göz_alıcı
"o tennurelerin elvan elvan renkleri ve bu renklerin göz alıcı , baş döndürücü kasırgası var .",elvan elvan,elvan_elvan
"o tennurelerin elvan elvan renkleri ve bu renklerin göz alıcı , baş döndürücü kasırgası var .",baş döndürücü,baş_döndürücü
siz hiç eski tahtalara yağlı boya yaptınız mı ? / bütün iş ilk çekilen boyadadır astarda . / astar düzgün değilse tepserir boya / islak duvarlar gibi dökülür pul pul,pul pul,pul_pul
"öyle , delicesine , edepsizcesine borç harç yer , yaşardı .",borç harç,borç_harç
benim termosumda bir parça su kalmıştı .,bir parça,bir_parça
"ev sahibi erkek beni , kadın da onu teskine uğraşıyordu .",ev sahibi,ev_sahibi
hayal meyal seçtiklerini isabetle tespit edemezler .,hayal meyal,hayal_meyal
"bu kâtibin son derece mahcup , namuslu , hayâlı olmasını istiyorsanız imtihan edeceksiniz , değil mi ?",son derece,son_derece
bu yüzden teşkilatı kendi çıkarları için kullanmaya tenezzül etmedi .,bu yüzden,bu_yüzden
türkiye büyük millet meclisindeki siyasi parti gruplarınca yasama dokunulmazlığı ile ilgili görüşme yapılamaz .,yasama dokunulmazlığı,yasama_dokunulmazlığı
"i̇yi yapılmış bir yemeği yerken ölçüyü kaçırmak , yine hastalık tetiklemektir .",ölçüyü kaçırmak,ölçüyü_kaçırmak
"i̇ki yabancı dil bilen , okumuş , kibar bir tıbbiye talebesi .",yabancı dil,yabancı_dil
devam etmek için bağlantıya tıklayınız .,devam etmek,devam_etmek
"vaziyet o kadar gergin bir hâle gelmişti ki , böyle bir teselliye düşebilmek için tımarhanelik hasta olmak lazımdı .",hasta olmak,hasta_olmak
"vaziyet o kadar gergin bir hâle gelmişti ki , böyle bir teselliye düşebilmek için tımarhanelik hasta olmak lazımdı .",o kadar,o_kadar
tıpış tıpış merdivenden inerken / yazması boyna dolanır severken,tıpış tıpış,tıpış_tıpış
yüreği tıp tıp atıyor .,tıp tıp,tıp_tıp
merdiven korkuluğu demek olan tırabzanın başındaki direk başlığa tırabzan babası denir .,merdiven korkuluğu,merdiven_korkuluğu
sakatlanıp tedavi gören oyuncu topallaya topallaya yeniden sahaya girince bizimkine tırıs tırıs yine kalenin arkasını boylamak düşerdi .,tırıs tırıs,tırıs_tırıs
arabalarımız yavaş yavaş yükselen bir yokuşu tırmanıyordu .,yavaş yavaş,yavaş_yavaş
"abdi bey , sol gözünde beliren bir tikle , yay gibi gergin ve mosmor dudakları titreyerek onları seyretti .",yay gibi,yay_gibi
onun için bu nargile tiryakiliğini dert saymaz .,onun için,onun_için
"mırıltı o kadar hassaslaştı , titrekleşti ki dayanamadı .",o kadar,o_kadar
bütün bu vasıflarıyla tiyatroyu çocuk oyunlarına kıyas etmek çocukça bir şey görünür .,kıyas etmek,kıyas_etmek
birdenbire doktora dönerek tok tok konuşmaya başladı .,tok tok,tok_tok
"o , o zaman vara yoğa gülen tombalak bir çocuktu .",vara yoğa,vara_yoğa
siyah ve beyazın tonlarını son derece hünerle kaynaştırır .,son derece,son_derece
"bunlardan sonra top sakallı , çocuk yüzlü şaban'ın dizi en çok sevdiği yerdi .",top sakallı,top_sakallı
her tarafı top arabası ile geziyorduk .,top arabası,top_arabası
toplu tabanca .,toplu tabanca,toplu_tabanca
"toplumcu bir görüş , insanı bütün yanlarıyla ele almak zorundadır .",ele almak,ele_almak
toprağa ayak basmak .,ayak basmak,ayak_basmak
"duvarlar , bütün ışıkları yutuyor , halkın üstüne bir toprak rengi dökülüyor .",toprak rengi,toprak_rengi
topuklarına kadar uzun saçları vardı .,topuklarına kadar,topuklarına_kadar
baş ağrısı ile kalkmanız da olası .,baş ağrısı,baş_ağrısı
toz duman içinde gidiyoruz .,toz duman,toz_duman
üçümüz de güle oynaya tozlu bir yolda koşmaktayız .,güle oynaya,güle_oynaya
"sanki bu daktilo gürültüleri içinden , sesi pürtüklü bir trombon , tek başına hâlâ o rumbayı çalmaktaydı .",tek başına,tek_başına
"hasan , bu sefer kendisine ancak seyyar tuluatçıların arasında bir yer bulabildi .",bu sefer,bu_sefer
tulum peyniri odanın içini kokutmuştu .,tulum peyniri,tulum_peyniri
şakaklardan dökülen tutam tutam kıvırcıklar başının genel görünüşünü gösterişli bir saç ve renk yığını hâline sokuyordu .,tutam tutam,tutam_tutam
geldiği yolu tutturup gene tek başına mahalle kahvesinin kapısı önüne kadar geldi .,tek başına,tek_başına
"ne var ki banyo kapısının sürgüsü tutuk , kilidi de kırık olduğundan , kolu indirerek dışarı çıkmayı başarmıştı her seferinde .",ne var ki,ne_var_ki
muhalefeti ortadan kaldırmaya niyetli olan damat ferit paşa'nın ilk işi bir sürü yeni tutuklamalar oldu .,bir sürü,bir_sürü
bütün pencereler eskisi gibi çiçekli ve tül perdeliydi .,eskisi gibi,eskisi_gibi
"mürüvvet bacı , limon küfü tülbendini düşmesin diye bir ucundan ısırmış , elinde süzgeçle çıkageldi .",limon küfü,limon_küfü
"yalnızca tütsü gözü denilen duman deliği açık olduğundan , karın beyazlığı çadırı ısıtıyordu .",tütsü gözü,tütsü_gözü
bir tütüncüye girip bir yaprak sigarası daha aldı .,yaprak sigarası,yaprak_sigarası
"biletçi teşekkür etmekten , ben de bu kadar ucuz teşekkür toplamaktan kurtulduk .",bu kadar,bu_kadar
"doktorlar falan filan hap , banyo ve uçkur perhizi tavsiye etmiş .",falan filan,falan_filan
bu gece tahta perde uçmuş .,tahta perde,tahta_perde
senin gibisini pilotluğa almayanların aklına şaşayım .,aklına şaşayım,aklına_şaşayım
"uçurtmalar biraz gök , açık hava ve rüzgâr ister .",açık hava,açık_hava
karargâh ile siper arasındaki derin uçurumu bu kadar yakından sezmemiştim .,bu kadar,bu_kadar
atatürk öldüğü zaman türkiye'nin ufak tefek sıkıntılar dışında hiçbir büyük problemi yoktu .,ufak tefek,ufak_tefek
"i̇lkelerine sıkı sıkıya bağlı , bilinçli ve ödün vermez bir insandı .",sıkı sıkıya,sıkı_sıkıya
politikayı zerre kadar umursadığı yoktu .,zerre kadar,zerre_kadar
daha sonra bir iki dalga daha onu umutlandırarak sahile attı .,bir iki,bir_iki
realiteler o kadar korkunçtu ki onları unutmaya ve gizlemeye imkân yoktu .,o kadar,o_kadar
"bir gün altında imzası , usta işi bir şiir yayımlayarak kendisini avuttu .",usta işi,usta_işi
"kendilerine nota , usul filan öğretilecek olursa bunlardan çok şey beklenebilir .",çok şey,çok_şey
"kim bilir , bu anadolu uşaklarının her birinde ne cevherler vardır .",kim bilir,kim_bilir
"tomurcuklar patlamış , tabiat iyiden iyiye uyanmıştı .",iyiden iyiye,iyiden_iyiye
türkiye cumhuriyeti uyruklu kimseler .,türkiye cumhuriyeti,türkiye_cumhuriyeti
uyur uyanık bir gece geçirdim .,uyur uyanık,uyur_uyanık
"bu genç kız yaşasaydı , sevdiği adamın günden güne kendisinden uzaklaştığını görecekti .",günden güne,günden_güne
uzaktan uzağa arkamdan iki gölge peydahlandı .,uzaktan uzağa,uzaktan_uzağa
"şu köşe rafında toz şeker kutusu var , uzatıver bana .",toz şeker,toz_şeker
arkadaş çalgısını bir iki defa üfledikten sonra döndü .,bir iki,bir_iki
üniversiteler arası yarışma .,üniversiteler arası,üniversiteler_arası
ama bu kez bir ricada bulunmaktan ziyade icazet verircesine üst perdeden çıkmıştı sesi .,üst perdeden,üst_perdeden
"uzun ve boğum boğum kollarında kılıç , kocaman ellerinde yay üstünleştikçe üstünleşiyor .",boğum boğum,boğum_boğum
"belki de loşluğu üstünseyen zeyno , mumu yakmış , yorganın üstünde hıçkıra hıçkıra ağlamaya başlamıştı .",hıçkıra hıçkıra,hıçkıra_hıçkıra
"belki de loşluğu üstünseyen zeyno , mumu yakmış , yorganın üstünde hıçkıra hıçkıra ağlamaya başlamıştı .",belki de,belki_de
bu katmer katmer manalarla olgunlaşan bakışları . sessiz bir monolog söyler gibiydi .,katmer katmer,katmer_katmer
ara sıra bazı kimselerin bu banka idare meclisi üyeliklerine tayininde vetosunu dayatmaya kalkıştığını işittim .,ara sıra,ara_sıra
akşama geri vermek üzere bu kitabı alabilirsiniz .,geri vermek,geri_vermek
"doğacaktır sana vadettiği günler hakk'ın / kim bilir , belki yarın belki yarından da yakın",kim bilir,kim_bilir
biz gerçi tahminler yürüttük lakin doğrusunu allah bilir .,allah bilir,allah_bilir
"validenizin ellerinden öper , minnettarlığımı bu vesileyle bir kere daha arz ederim .",bir kere,bir_kere
"varlık bilimi , var olanın varlığı ve genel var olma ilkeleri üzerine xvii. yüzyıldan beri kullanılan bir kavramdır .",varlık bilimi,varlık_bilimi
tadına varmak .,tadına varmak,tadına_varmak
o engin denize benzersin ki yavaş yavaş coşar ve coşunca da pek hırçın olursun,yavaş yavaş,yavaş_yavaş
"şiirde biçim , gerekli parçaları yerli yerine koymaktır .",yerli yerine,yerli_yerine
o sıralarda babam bir ara kaymakama vekâlet ediyordu .,bir ara,bir_ara
"kutsal kişiler ya da azizler , insanların istek ve gereksinimlerini tanrı'ya iletmek yükünü üstlenmişlerdir",ya da,ya_da
"onu , odamın penceresinden , her sabah kahvaltıdan önce , verandada bir aşağı bir yukarı volta vururken görürdüm .",bir aşağı bir yukarı,bir_aşağı_bir_yukarı
"sonra , sahiden verimli bir de kalemi var !",bir de,bir_de
yemek vermek .,yemek vermek,yemek_vermek
ateşe vermek .,ateşe vermek,ateşe_vermek
randevu vermek .,randevu vermek,randevu_vermek
"vişneçürüğü ipekliden kuş tüyü yastıklara gömülmüş , şaşılacak incelikteki ayak bileklerindeki gümüş halhallar .",kuş tüyü,kuş_tüyü
"şimdilik olaylar , vodviller kadar iç içe ve karmaşık .",iç içe,iç_içe
bıçak vurmak .,bıçak vurmak,bıçak_vurmak
"bir şeye ad koymak , satışa çıkarılan malın üzerine yafta asmaya benzetilebilir .",ad koymak,ad_koymak
gül yağı .,gül yağı,gül_yağı
"yağışlı havalarda boydan boya gerili iki kalın ipe serer çarşafları , çamaşırları .",boydan boya,boydan_boya
"yağız ve kuvvetli , analarının ardı sıra dokuzar onar gürbüz çocuk koşar .",ardı sıra,ardı_sıra
yağlık soya fasulyesi .,soya fasulyesi,soya_fasulyesi
"bu yağlı kuyruğa herkes bir defa sarılmak , onu kendine çekmek , alıkoymak sevdasındaydı .",bir defa,bir_defa
damat orta yaşlı bir zat olup kadife yakalı lacivert bir palto giymişti .,orta yaşlı,orta_yaşlı
"pazartesi , perşembe geceleri yatağında gizli gizli arapça dua okurdu .",gizli gizli,gizli_gizli
"doktor hikmet'i , onlara büsbütün yakınlaşmaktan , onlarla dilediği gibi haşır neşir olmaktan menediyordu .",haşır neşir,haşır_neşir
bir de hayvanları sulamak için yalak vardı .,bir de,bir_de
"kara üzüm tıkınıyor ya , parmak uçlarına bulaşan görünmez balını , teker teker yalıyor .",teker teker,teker_teker
ara sıra kemanla bana da yalan yanlış bir iki taksim ettiriyor .,bir iki,bir_iki
ara sıra kemanla bana da yalan yanlış bir iki taksim ettiriyor .,ara sıra,ara_sıra
ara sıra kemanla bana da yalan yanlış bir iki taksim ettiriyor .,yalan yanlış,yalan_yanlış
güneş yalap yalap yanıyordu .,yalap yalap,yalap_yalap
"yalın kat tavanlarda , döşemelerde , kapı , cam çerçevelerinde türlü türlü aralıklar .",türlü türlü,türlü_türlü
"yalın kat tavanlarda , döşemelerde , kapı , cam çerçevelerinde türlü türlü aralıklar .",yalın kat,yalın_kat
