sentence_id,sentence_text,pred_tokens
3442,"Park , benzersizliği ve en azından ilk oluşuyla kasabalılara övünç vereceğe benzemektedir .","Park , benzersizliği ve en_azından ilk oluşuyla kasabalılara övünç vereceğe benzemektedir ."
3447,"Bu yüzden İstanbul'un , perde perde sis ardına çekilmekteki ısrarını , kasıtlı bir husumet , kendisine yöneltilmiş bir hakaret gibi algıladı .","Bu_yüzden İstanbul'un , perde_perde sis ardına çekilmekteki ısrarını , kasıtlı bir husumet , kendisine yöneltilmiş bir hakaret gibi algıladı ."
3453,Günde iki defa hepsini kaşağılayıp ayrı ayrı ovuyordum .,Günde iki defa hepsini kaşağılayıp ayrı_ayrı ovuyordum .
3456,Cebinden bir hap kutusu çıkarıp iki kaşeyi bir arada yuttu .,Cebinden bir hap kutusu çıkarıp iki kaşeyi bir_arada yuttu .
3467,". öfkesi , sevgisi katıksız , kaya gibi sağlam ve güvenilir adam .",". öfkesi , sevgisi katıksız , kaya_gibi sağlam ve güvenilir adam ."
3470,Katır kutur ayakkabılar .,Katır_kutur ayakkabılar .
3473,"Bu , ondan kat kat güzel .","Bu , ondan kat_kat güzel ."
3474,"Her geçen gün ününe , sanatına yeni katkılar getiriyordu .","Her geçen_gün ününe , sanatına yeni katkılar getiriyordu ."
3476,Yolun sonunda iki katlı eski bir bina yükseliveriyordu .,Yolun sonunda iki_katlı eski bir bina yükseliveriyordu .
3477,Devlet Demir Yolları katma bütçe ile yönetilir .,Devlet Demir Yolları katma_bütçe ile yönetilir .
3479,"Kimisi ( kim - i - si ) , hepsi ( hep - i - si ) .","Kimisi ( kim i si ) , hepsi ( hep i si ) ."
3485,Ekmek kavgası .,Ekmek_kavgası .
3496,Yeryüzünün sıcaktan kavrulduğu ve herkesin buram buram terlediği bu temmuz güneşinde benim ellerim buz gibi idi .,Yeryüzünün sıcaktan kavrulduğu ve herkesin buram_buram terlediği bu temmuz güneşinde benim ellerim buz_gibi idi .
3498,"Beyaz ipek pantolon , kavuniçi ipek gömlek giyinmiş ; saçları saman sarısı , teni pembe .","Beyaz ipek pantolon , kavuniçi ipek gömlek giyinmiş ; saçları saman_sarısı , teni pembe ."
3503,Irmak aşağıda bir yandan kayalığın üzerine şarıl şarıl boşanıyor .,Irmak aşağıda bir_yandan kayalığın üzerine şarıl_şarıl boşanıyor .
3511,Bir kayık tabak dolusu getirdiler .,Bir kayık_tabak dolusu getirdiler .
3516,Koltuğunda kaykılarak kendine güvenen bir iş adamı rahatlığıyla konuşabilir .,Koltuğunda kaykılarak kendine güvenen bir iş_adamı rahatlığıyla konuşabilir .
3520,Gerçek yaşamdan kaynaklandıkları yorumlarla desteklense de bir türlü inandırıcılık kazanamıyorlardı .,Gerçek yaşamdan kaynaklandıkları yorumlarla desteklense de bir_türlü inandırıcılık kazanamıyorlardı .
3522,"Su , 100 °C'de kaynar .","Su , 100 ° C'de kaynar ."
3531,"Ben büyüyünce uzun boylu , ince endamlı , kaytan bıyıklı bir delikanlı olmak ve hep öyle kalmak emelindeydim .","Ben büyüyünce uzun_boylu , ince endamlı , kaytan_bıyıklı bir delikanlı olmak ve hep öyle kalmak emelindeydim ."
3533,Bir kaza kurşunu ile yahut bombardımanda ölebilirdi .,Bir kaza_kurşunu ile yahut bombardımanda ölebilirdi .
3540,Kendini unutturmak ve bu ziyareti kazasız belasız savmaktan başka bir düşüncesi bulunmayan bizim kaymakam buna memnun oluyor .,Kendini unutturmak ve bu ziyareti kazasız_belasız savmaktan başka bir düşüncesi bulunmayan bizim kaymakam buna memnun oluyor .
3555,"Bir şey söylemek istedim , bulamadım , kekeliyordum .","Bir_şey_söylemek istedim , bulamadım , kekeliyordum ."
3565,"Tertemiz giyinmiş , kerli ferli bir adamcağız .","Tertemiz giyinmiş , kerli_ferli bir adamcağız ."
3578,O zaman kenar semtlerin meşhur türkülerinden biri şu idi .,O_zaman kenar semtlerin meşhur türkülerinden biri şu idi .
3580,Ona âşık olduğunu kendi kendine itiraf edemedi .,Ona âşık olduğunu kendi_kendine itiraf edemedi .
3586,Buna aynı zamanda burjuvazinin zaafının alameti olarak bakmak lazımdır .,Buna aynı_zamanda burjuvazinin zaafının alameti olarak bakmak lazımdır .
3601,O kadar zembereği olmayan ve hususi bir kesel perdesi olan bir sesti .,O_kadar zembereği olmayan ve hususi bir kesel_perdesi olan bir sesti .
3604,Gözlerini indirerek kesik kesik cümlelerle anlattı .,Gözlerini indirerek kesik_kesik cümlelerle anlattı .
3605,"Rüzgâr kesilmiş , toprak üstüne yalın ayak basılmayacak kadar ısınmıştı .","Rüzgâr kesilmiş , toprak üstüne yalın_ayak basılmayacak kadar ısınmıştı ."
3608,Ders kesimi .,Ders_kesimi .
3626,"Keza , kaç zamandır apartman sakinlerine illallah dedirten çöp kokusunun nispeten en az hissedildiği yer de gene burasıydı .","Keza , kaç_zamandır apartman sakinlerine illallah dedirten çöp kokusunun nispeten en az hissedildiği yer de gene burasıydı ."
3628,"Ali Fuad Bey de parti komitacılığının düşmanı olanlar gibi nizam , kıdem ve kanun adamı kalmıştır .","Ali Fuad Bey de parti komitacılığının düşmanı olanlar gibi nizam , kıdem ve kanun_adamı kalmıştır ."
3635,Memleketimde bir de kılıçlı liyakat madalyası kazandım .,Memleketimde bir_de kılıçlı liyakat madalyası kazandım .
3637,Keçi vurdum bayıra / Kımıl kımıl yayıla,Keçi vurdum bayıra / Kımıl_kımıl yayıla
3638,"Astımlı polis , üst üste içilen sigaralardan rahatsız olduğundan kımlanmaya başladı .","Astımlı polis , üst_üste içilen sigaralardan rahatsız olduğundan kımlanmaya başladı ."
3643,Kıpır kıpır kıpırdanmak .,Kıpır_kıpır kıpırdanmak .
3645,Baştan kuyruğa varıncaya kadar hiç farkında değilmiş gibi kıprayışsız bir bekleyiş .,Baştan kuyruğa varıncaya_kadar hiç farkında değilmiş gibi kıprayışsız bir bekleyiş .
3650,Saçlarım artık iyiden iyiye kırçıllaşmış .,Saçlarım artık iyiden_iyiye kırçıllaşmış .
3655,Ali'nin masası diye bir kırık dökük daire yazıhanesini satmıştı .,Ali'nin masası diye bir kırık_dökük daire yazıhanesini satmıştı .
3656,"Ancak diyince şu bilmem ne kulübüyle bilmem ne kulübünün son maçlarındaki kafa , kol , bacak kırılmasından söz açacağım sanmayınız .","Ancak diyince şu bilmem_ne kulübüyle bilmem_ne kulübünün son maçlarındaki kafa , kol , bacak kırılmasından söz açacağım sanmayınız ."
3661,"Yaşlı kafalar platformun aşağısında , gençler kapı aralıklarında , sofalarda kırıtım kırıtım dolaşıyorlardı .","Yaşlı kafalar platformun aşağısında , gençler kapı aralıklarında , sofalarda kırıtım_kırıtım dolaşıyorlardı ."
3666,Günün birinde ihtiyar çoban koyunun birini kör bir makasla kırkıyordu .,Günün_birinde ihtiyar çoban koyunun birini kör bir makasla kırkıyordu .
3669,"Burası memleketin bir temiz köşesi , şehrin kırlaşmış bir bucağı .","Burası memleketin bir_temiz köşesi , şehrin kırlaşmış bir bucağı ."
3674,Acaba nedir diye düşünürken önündeki bölük pörçük kayaların üzerine çuval gibi bir şey düştü .,Acaba nedir diye düşünürken önündeki bölük_pörçük kayaların üzerine çuval_gibi bir şey düştü .
3689,"Büsbütün aç , bir parça ağaç kışrı ve bir kuru portakal kabuğu bile bulamayan insan iskeletlerinin son iniltisini dinliyorduk .","Büsbütün aç , bir_parça ağaç kışrı ve bir kuru portakal kabuğu bile bulamayan insan iskeletlerinin son iniltisini dinliyorduk ."
3690,Gece gündüz kışlada kaldığımızdan sivil hayat ile temasımız pek azdı .,Gece_gündüz kışlada kaldığımızdan sivil hayat ile temasımız pek azdı .
3695,Kıtır kıtır bir börek .,Kıtır_kıtır bir börek .
3696,"O zaman memlekette benzin çok kıtlaşmıştı , otomobilleri gazla çalıştırabiliyorduk .","O_zaman memlekette benzin çok kıtlaşmıştı , otomobilleri gazla çalıştırabiliyorduk ."
3702,"Gezilere çıkanlar , kürkler , bir yığın kıvır zıvır , gösterişli giysiler getirerek geçerler gümrükten .","Gezilere çıkanlar , kürkler , bir_yığın kıvır_zıvır , gösterişli giysiler getirerek geçerler gümrükten ."
3710,Kıyak bir koşu atı .,Kıyak bir_koşu atı .
3716,Duvarların dibinden kıyın kıyın yürüyüp yanına ulaşabildim .,Duvarların dibinden kıyın_kıyın yürüyüp yanına ulaşabildim .
3719,Beş altı kuruşa daha kıyarak sağlamca bir ip tedarik etti .,Beş_altı kuruşa daha kıyarak sağlamca bir ip tedarik etti .
3722,"Kızanlarla köyün eşiğinde ertesi gün öğle vakti , Menderes köprüsündeki köpekleri tepelemeye ant içtik .","Kızanlarla köyün eşiğinde ertesi gün öğle_vakti , Menderes köprüsündeki köpekleri tepelemeye ant içtik ."
3732,Ama o bir şey yapmamıştı ki onun hiç kabahati yoktu .,Ama o_bir şey yapmamıştı ki onun hiç kabahati yoktu .
3743,"Taşıt araçlarına hiç binmez , yaz kış asker postalları ile kilometrelerce yolu yürürdü .","Taşıt araçlarına hiç binmez , yaz_kış asker postalları ile kilometrelerce yolu yürürdü ."
3749,Ruhun ölümsüz olması ihtimali vardır önermesinin kipliği belkilidir .,Ruhun ölümsüz olması ihtimali_vardır önermesinin kipliği belkilidir .
3750,"Kira ile aldım , zaten bu yüzden de geciktim ya !","Kira ile aldım , zaten bu_yüzden de geciktim ya !"
3755,Kiremit rengi halı .,Kiremit_rengi halı .
3758,Bu isim bana bir zamanlar İstanbul'un en kirli âlemlerinde yuvalanmış bir simayı hatırlattı .,Bu isim bana bir_zamanlar İstanbul'un en kirli âlemlerinde yuvalanmış bir simayı hatırlattı .
3765,"Kısa öyküler yazdığını söylemişti ya , kitap kurdu geçinen ben , adını işitmemişim .","Kısa öyküler yazdığını söylemişti ya , kitap_kurdu geçinen ben , adını işitmemişim ."
3775,Kocakarının trenin arkasından ağzıyla uluyarak koşan hayali bir rüya gibi oldu .,Kocakarının trenin arkasından ağzıyla uluyarak koşan hayali bir rüya_gibi oldu .
3776,Çevresinde birinin üstüne yığılmış gibi duran koca koca dağlar sıralanıyordu .,Çevresinde birinin üstüne yığılmış gibi duran koca_koca dağlar sıralanıyordu .
3789,Yürüyüş kolu .,Yürüyüş_kolu .
3795,"Pencerenin karşısında , kolçaklarından biri kopuk , sallanan iskemleye oturmuş , iki eliyle sağlam kolçağa sıkı sıkı sarılmıştı .","Pencerenin karşısında , kolçaklarından biri kopuk , sallanan iskemleye oturmuş , iki eliyle sağlam kolçağa sıkı_sıkı sarılmıştı ."
3798,"Üst üste yığılmış kutular , açılmamış koliler arasında üstünkörü bir yaşam , geçici ve idareten .","Üst_üste yığılmış kutular , açılmamış koliler arasında üstünkörü bir yaşam , geçici ve idareten ."
3813,"Yukarıda yazdığım şeylerin bu karşılığı yeteri kadar verdiğini sansaydım , böyle komikleşmezdim karşınızda .","Yukarıda yazdığım şeylerin bu karşılığı yeteri_kadar verdiğini sansaydım , böyle komikleşmezdim karşınızda ."
3817,"Bütün bu zırvaları kompliman diye söylemiyorsun da , ne diye yumurtluyorsun öyleyse ?","Bütün bu zırvaları kompliman diye söylemiyorsun da , ne_diye yumurtluyorsun öyleyse ?"
3818,Çok geçmeden odaya çevredeki komşular dolmaya başladı .,Çok_geçmeden odaya çevredeki komşular dolmaya başladı .
3819,Bu mahallede o kadar komşuluk yok .,Bu mahallede o_kadar komşuluk yok .
3821,Konaktan tekrar mektebe döndükten sonra uzun zaman boynu bükük dolaştım .,Konaktan tekrar mektebe döndükten sonra uzun zaman boynu_bükük dolaştım .
3825,"Maskeli maskesiz bütün bu halk , avuç avuç hiç bıkmadan , yorulmadan muttasıl konfeti serpiyorlar .","Maskeli maskesiz bütün bu halk , avuç_avuç hiç bıkmadan , yorulmadan muttasıl konfeti serpiyorlar ."
3828,Ayşe de yarın öbür gün bir lise hocası olacak belki de servete de konacaktı .,Ayşe de yarın_öbür_gün bir lise hocası olacak belki_de servete de konacaktı .
3830,Çok geçmeden ortadaki masanın etrafında akşamki divan tekrar kurulmuş bulunuyordu .,Çok_geçmeden ortadaki masanın etrafında akşamki divan tekrar kurulmuş bulunuyordu .
3832,"Bizim evde bir acayip , bir antika konsol saati vardı .","Bizim evde bir acayip , bir antika konsol_saati vardı ."
3845,Bir kızla buluşmuşken bir başkasından söz ya da telefon numarası kopardığı oluyordu .,Bir kızla buluşmuşken bir başkasından söz ya_da telefon numarası kopardığı oluyordu .
3858,Korkak bir adam değilim gibi geliyor bana .,Korkak bir adam_değilim gibi geliyor bana .
3860,Masanın solunda küçük bir sac mangal yaz kış sürekli olarak yanardı .,Masanın solunda küçük bir sac mangal yaz_kış sürekli olarak yanardı .
3865,Şimdi orada bir sürü meşe fidanlarından bir korucuk peydah olmaya başlıyor .,Şimdi orada bir_sürü meşe fidanlarından bir korucuk peydah olmaya başlıyor .
3867,Üstünü başını biraz korusaydın bu kadar kirlenmezdi .,Üstünü başını biraz korusaydın bu_kadar kirlenmezdi .
3869,Korunaklı sandığım köşe o kadar da korunaklı değildi .,Korunaklı sandığım köşe o_kadar da korunaklı değildi .
3870,Koskoca bir vapur bir çöp gibi oldu .,Koskoca bir vapur bir çöp_gibi oldu .
3880,İki kız kardeş güle söyleye sofralarını hazırlayıp yemeklerini kotardılar .,İki kız_kardeş güle söyleye sofralarını hazırlayıp yemeklerini kotardılar .
3888,Tozlanan ayakkabılarını parlatmak amacıyla arka cebinde koyu kırmızı kadifeden bir bez taşıdı .,Tozlanan ayakkabılarını parlatmak amacıyla arka cebinde koyu_kırmızı kadifeden bir bez taşıdı .
3902,"Aynı zamanda , bu has ve vefakâr bendesine mim koymuştu .","Aynı_zamanda , bu has ve vefakâr bendesine mim koymuştu ."
3907,"İhsan bekleyen bu çanak yalayıcı , bu jurnalci yaratıklar köpeklik tarihinin yüz karasıydılar .","İhsan bekleyen bu çanak_yalayıcı , bu jurnalci yaratıklar köpeklik tarihinin yüz karasıydılar ."
3912,"Fırat , Malatya'ya doğru bir dirsek gibi kıvrıldığı vadide artık dağlardan kopup çağıl çağıl köpürmüyor .","Fırat , Malatya'ya doğru bir dirsek gibi kıvrıldığı vadide artık dağlardan kopup çağıl_çağıl köpürmüyor ."
3913,Körü körüne duygululuk sanatçıyı da körün değneğiyle yolunu araması gibi zavallı duruma düşürür .,Körü_körüne duygululuk sanatçıyı da körün değneğiyle yolunu araması gibi zavallı duruma düşürür .
3914,Sahanlığın üstünde bir kör kandil yanıyordu .,Sahanlığın üstünde bir kör_kandil yanıyordu .
3916,Önümüzdeki yıllarda eski kör dövüşü bu gidişle daha da hızlanacak görünüyor .,Önümüzdeki yıllarda eski kör_dövüşü bu_gidişle daha_da hızlanacak görünüyor .
3921,Selamün aleyküm behey kör kadı !,Selamün aleyküm behey kör_kadı !
3925,Bir taraftan ha bire körüğün ipini çekiyordu .,Bir taraftan ha_bire körüğün ipini çekiyordu .
3928,"Körü körüne inanılan kıymetler nelerdir , bunları anlatıyordum .","Körü_körüne inanılan kıymetler nelerdir , bunları anlatıyordum ."
3929,"Böyle pişmiş , bitkin bir hâlde kös kös gidiyorduk .","Böyle pişmiş , bitkin bir hâlde kös_kös gidiyorduk ."
3939,"Firuzağa'da şirin , kutu gibi , manzarası çok kral bir çatı katına taşındı .","Firuzağa'da şirin , kutu_gibi , manzarası çok kral bir çatı katına taşındı ."
3944,Başına kenarları yeşil oyalı mor bir gaz boyaması krep bağlıyordu .,Başına kenarları yeşil oyalı mor bir gaz_boyaması krep bağlıyordu .
3949,"Ortaya bir kucak çamaşırla orta yaşlı , saçları alan talan bir Musevi kadını çıktı .","Ortaya bir kucak çamaşırla orta_yaşlı , saçları alan_talan bir Musevi kadını çıktı ."
3957,Hortum beş on kulaç ötemize yanaşmıştı .,Hortum beş_on kulaç ötemize yanaşmıştı .
3958,"Kulağı tetikte , avuçları terlemiş , yüreği küt küt atıyor , çıkıyor odadan .","Kulağı_tetikte , avuçları terlemiş , yüreği küt_küt atıyor , çıkıyor odadan ."
3978,"Üst üste yığılmış kum torbaları , düşmana karşı duvarlardan sonra ikinci bir mânia teşkil ediyor .","Üst_üste yığılmış kum torbaları , düşmana karşı duvarlardan sonra ikinci bir mânia teşkil ediyor ."
3986,Soruşturma açılmasına karar verilmesi hâlinde her parti için ayrı ayrı ad çekme suretiyle kurulacak on beş kişilik bir komisyon tarafından soruşturma yapılır .,Soruşturma açılmasına karar verilmesi hâlinde her parti için ayrı_ayrı ad çekme suretiyle kurulacak on beş kişilik bir komisyon tarafından soruşturma yapılır .
3990,"Vardar , her sene Üsküp'ten beş on kurban alan bir nehirdi .","Vardar , her sene Üsküp'ten beş_on kurban alan bir nehirdi ."
3993,Bu sorunun cevabı zihnimi bir hayli kurcalayıp durmuştur .,Bu sorunun cevabı zihnimi bir_hayli kurcalayıp durmuştur .
3997,Turşu kurmak .,Turşu_kurmak .
4011,Kurdun kuşun tadını çıkardığı şu havayı doya doya çekemiyorum içime .,Kurdun kuşun tadını çıkardığı şu havayı doya_doya çekemiyorum içime .
